SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,BIRTHDATE
21998,1717,29800012,1999-02-05,DAL @ SEA,L,16,0,5,0.0,0,1,0.0,2,2,1.0,0,0,0,4,0,0,0,1,2,-4,0,1978-06-19T00:00:00
21998,1717,29800026,1999-02-07,DAL @ GSW,W,33,6,10,0.6,2,4,0.5,2,4,0.5,3,9,12,3,1,0,4,0,16,9,0,1978-06-19T00:00:00
21998,1717,29800041,1999-02-09,DAL vs. UTA,L,32,4,14,0.286,1,2,0.5,6,8,0.75,3,6,9,0,0,1,3,3,15,-10,0,1978-06-19T00:00:00
21998,1717,29800059,1999-02-11,DAL vs. HOU,L,24,3,9,0.333,1,1,1.0,1,1,1.0,1,4,5,0,0,2,3,0,8,-3,0,1978-06-19T00:00:00
21998,1717,29800063,1999-02-12,DAL @ DEN,L,19,4,8,0.5,0,1,0.0,0,0,0.0,1,4,5,0,1,1,2,1,8,-8,0,1978-06-19T00:00:00
21998,1717,29800073,1999-02-14,DAL @ VAN,L,12,2,7,0.286,0,0,0.0,2,2,1.0,0,1,1,0,1,0,1,0,6,-6,0,1978-06-19T00:00:00
21998,1717,29800079,1999-02-15,DAL @ POR,L,18,3,6,0.5,0,1,0.0,2,3,0.667,1,1,2,0,0,1,4,0,8,0,0,1978-06-19T00:00:00
21998,1717,29800096,1999-02-17,DAL @ LAL,L,24,2,10,0.2,0,0,0.0,3,4,0.75,2,2,4,3,0,1,1,2,7,-5,0,1978-06-19T00:00:00
21998,1717,29800113,1999-02-19,DAL @ GSW,L,13,1,5,0.2,0,1,0.0,2,2,1.0,0,1,1,1,0,1,1,0,4,1,0,1978-06-19T00:00:00
21998,1717,29800121,1999-02-20,DAL @ LAC,W,9,0,4,0.0,0,1,0.0,0,0,0.0,0,3,3,0,0,0,1,1,0,-3,0,1978-06-19T00:00:00
