SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,BIRTHDATE
21987,397,28700003,1987-11-06,IND @ PHL,L,26,4,6,0.667,1,2,0.5,1,1,1.0,1,0,1,2,3,1,4,1,10,,0,1965-08-24T00:00:00
21987,397,28700013,1987-11-07,IND vs. NYK,W,31,4,7,0.571,0,2,0.0,3,3,1.0,1,3,4,5,3,0,4,1,11,,0,1965-08-24T00:00:00
21987,397,28700028,1987-11-10,IND vs. DET,W,27,5,11,0.455,0,1,0.0,1,2,0.5,3,0,3,2,0,0,1,1,11,,0,1965-08-24T00:00:00
21987,397,28700033,1987-11-11,IND @ BOS,L,32,9,13,0.692,2,4,0.5,4,7,0.571,2,0,2,2,2,1,1,5,24,,0,1965-08-24T00:00:00
21987,397,28700051,1987-11-14,IND @ CHI,W,22,9,12,0.75,1,2,0.5,1,2,0.5,2,0,2,1,0,0,2,2,20,,0,1965-08-24T00:00:00
21987,397,28700064,1987-11-15,IND vs. BOS,L,34,6,10,0.6,2,2,1.0,9,12,0.75,3,0,3,2,1,0,3,4,23,,0,1965-08-24T00:00:00
21987,397,28700065,1987-11-17,IND @ SAC,W,25,9,13,0.692,3,5,0.6,1,2,0.5,2,0,2,0,1,0,2,3,22,,0,1965-08-24T00:00:00
21987,397,28700076,1987-11-18,IND @ DEN,W,34,5,10,0.5,1,2,0.5,4,7,0.571,2,0,2,3,1,0,2,1,15,,0,1965-08-24T00:00:00
21987,397,28700090,1987-11-20,IND @ UTH,L,30,7,16,0.438,1,3,0.333,3,3,1.0,0,1,1,1,2,0,4,5,18,,0,1965-08-24T00:00:00
21987,397,28700102,1987-11-22,IND @ POR,L,34,4,11,0.364,3,5,0.6,0,0,0.0,1,1,2,2,1,0,3,5,11,,0,1965-08-24T00:00:00
21987,397,28700113,1987-11-25,IND vs. SAN,W,22,6,10,0.6,1,2,0.5,0,0,0.0,0,1,1,3,0,0,1,0,13,,0,1965-08-24T00:00:00
21987,397,28700128,1987-11-27,IND vs. ATL,W,19,2,5,0.4,0,0,0.0,0,0,0.0,0,0,0,1,1,0,1,3,4,,0,1965-08-24T00:00:00
21987,397,28700134,1987-11-28,IND vs. SEA,W,27,5,10,0.5,1,4,0.25,0,0,0.0,3,1,4,1,2,2,2,0,11,,0,1965-08-24T00:00:00
21987,397,28700140,1987-11-30,IND @ MIL,L,30,4,9,0.444,1,4,0.25,1,1,1.0,0,1,1,3,0,1,1,3,10,,0,1965-08-24T00:00:00
21987,397,28700151,1987-12-02,IND vs. WAS,W,32,3,10,0.3,1,4,0.25,3,3,1.0,2,4,6,3,1,0,1,3,10,,0,1965-08-24T00:00:00
21987,397,28700166,1987-12-04,IND vs. CLE,L,25,5,9,0.556,1,3,0.333,1,2,0.5,0,0,0,1,0,0,3,4,12,,0,1965-08-24T00:00:00
21987,397,28700178,1987-12-08,IND vs. MIL,W,19,2,4,0.5,0,1,0.0,0,0,0.0,1,0,1,2,1,1,2,4,4,,0,1965-08-24T00:00:00
21987,397,28700192,1987-12-10,IND @ NJN,W,25,4,7,0.571,0,0,0.0,6,7,0.857,1,2,3,1,2,0,2,1,14,,0,1965-08-24T00:00:00
21987,397,28700209,1987-12-12,IND vs. POR,L,24,8,9,0.889,1,2,0.5,0,0,0.0,1,1,2,0,0,0,2,4,17,,0,1965-08-24T00:00:00
21987,397,28700215,1987-12-15,IND @ ATL,L,20,0,2,0.0,0,1,0.0,2,2,1.0,0,0,0,3,0,0,0,2,2,,0,1965-08-24T00:00:00
21987,397,28700231,1987-12-17,IND @ WAS,L,18,2,4,0.5,0,2,0.0,0,0,0.0,1,1,2,2,0,0,0,5,4,,0,1965-08-24T00:00:00
21987,397,28700234,1987-12-18,IND vs. UTH,W,19,6,9,0.667,1,1,1.0,0,0,0.0,0,0,0,3,0,1,1,2,13,,0,1965-08-24T00:00:00
21987,397,28700250,1987-12-20,IND @ CLE,L,17,3,8,0.375,0,4,0.0,0,0,0.0,0,1,1,1,0,0,0,1,6,,0,1965-08-24T00:00:00
21987,397,28700268,1987-12-23,IND vs. DAL,L,23,6,11,0.545,1,3,0.333,0,0,0.0,0,0,0,0,2,0,1,3,13,,0,1965-08-24T00:00:00
21987,397,28700274,1987-12-26,IND vs. CHI,W,19,2,4,0.5,0,0,0.0,0,0,0.0,0,1,1,0,0,0,2,2,4,,0,1965-08-24T00:00:00
21987,397,28700293,1987-12-30,IND vs. DET,L,14,1,6,0.167,0,0,0.0,0,0,0.0,0,1,1,0,0,0,2,3,2,,0,1965-08-24T00:00:00
21987,397,28700312,1988-01-02,IND @ MIL,W,34,4,9,0.444,2,5,0.4,2,2,1.0,0,2,2,0,0,0,2,2,12,,0,1965-08-24T00:00:00
21987,397,28700323,1988-01-05,IND @ CHI,L,24,3,6,0.5,0,2,0.0,7,8,0.875,2,1,3,1,0,0,1,1,13,,0,1965-08-24T00:00:00
